episode,accuracy,f1
92,0.5011411499035827,0.5011394421515836
93,0.5008119354511317,0.5007893635662254
94,0.5003247741804526,0.5003044781333861
95,0.5011696945092865,0.5011641816230066
96,0.5013232010555161,0.5012944417111548
97,0.5011189485435907,0.5011116702567451
98,0.5024383436516797,0.5024288390787318
99,0.5005379072363747,0.5005589129772212
100,0.5008924946716736,0.500876523826696
101,0.5004738404546839,0.5004750890220165
102,0.5013752156703543,0.5013637194777678
103,0.5008258905916979,0.5008290332679867
104,0.5004135796204202,0.5004058286786951
105,0.5012673804932508,0.5012653567834129
106,0.5014177154166244,0.5013834310293424
107,0.5011836496498528,0.5011740974674808
108,0.5026140515579012,0.5026062481589954
109,0.5006793616157516,0.5006981871621567
110,0.5010923069116006,0.501068813933253
111,0.5006584289049021,0.5006450341290528
112,0.5013879021617781,0.501389785670628
113,0.5010022328224906,0.5010055731137916
114,0.5005531310260835,0.5005496365914425
115,0.501377752968639,0.5013722648898319
116,0.501606744138841,0.5015701146680185
117,0.5012407388612605,0.501231423874608
118,0.502749162691566,0.5027413902801933
119,0.5008417487059779,0.5008575258417559
120,0.5012959250989546,0.501285047160622
121,0.5008284278899827,0.500822470555071
122,0.5014684613823202,0.5014790708532946
123,0.5012604029229676,0.5012523346748775
124,0.5007719730031462,0.5007437701374908
125,0.5016581244291078,0.5016366626396054
126,0.5018680858621739,0.5018540127611906
127,0.5013676037754998,0.5013594268471144
128,0.5028658784126662,0.5028478986044677
129,0.5010073074190602,0.5010280469046906
130,0.5014373794783314,0.5014175105089694
131,0.5009870090327819,0.500954424810565
132,0.501642266314828,0.5016456765825602
133,0.5013555516086471,0.5013513633505002
134,0.5009489495585101,0.5009444416004643
135,0.5017881609662032,0.501773550517643
136,0.5018998020907338,0.5018618641888594
137,0.5014963716634527,0.5014813773620259
138,0.5030212879326094,0.5030169148875043
139,0.5011386126052979,0.5011523710986424
140,0.5015750279102811,0.5015523625459809
141,0.5010688369024663,0.5010311547499736
142,0.5016708109205318,0.5016834167395496
143,0.5014475286714706,0.5014488208894605
144,0.5010276058053384,0.5010273231526363
145,0.5018363696336141,0.5018377987941189
146,0.5020989800060895,0.5020857653252123
147,0.5015851771034203,0.5015948404511377
148,0.5030859890388714,0.5030715285988607
149,0.501297193748097,0.5012926277907205
150,0.5018059220541967,0.5017903591609864
151,0.5011849182989953,0.5012002270270576
152,0.5021097635237999,0.5021066621490098
153,0.5018496904496093,0.5018286094801372
154,0.5012515223789709,0.5012289771073224
155,0.502291180351162,0.5022657338022867
156,0.5023216279305796,0.5022823579198971
157,0.5018579366690348,0.5018354188095501
158,0.5034266213336039,0.5034113661927777
159,0.5016206992794073,0.5016402732508927
160,0.5019867045569877,0.50199466961954
161,0.5015160357251599,0.5015026516298613
162,0.5021319648837917,0.5021388825479796
163,0.502010174566122,0.5019886012853315
164,0.5013092459149497,0.50123630387197
165,0.5023089414391556,0.5022982710120879
166,0.502574723434487,0.5025505731484933
167,0.5019391302141479,0.5019496518025252
168,0.5036137470821069,0.5036197844546689
169,0.5018198771947631,0.5018252994873097
